participant_number,condition,menu_order,selection_time,correctly_predicted,error_in_trial
24,ephemeral,0,952,True,False
24,ephemeral,0,2189,True,False
24,ephemeral,0,1128,True,False
24,ephemeral,0,1430,True,False
24,ephemeral,0,1152,False,False
24,ephemeral,0,616,True,False
24,ephemeral,0,1952,False,False
24,ephemeral,0,1119,True,False
24,ephemeral,0,851,True,False
24,ephemeral,0,1385,False,False
24,ephemeral,0,1678,True,False
24,ephemeral,0,1047,True,False
24,ephemeral,0,1399,False,False
24,ephemeral,0,1904,True,False
24,ephemeral,0,1242,True,False
24,ephemeral,0,1014,False,False
24,ephemeral,0,1567,True,False
24,ephemeral,0,2086,True,False
24,ephemeral,0,1944,True,False
24,ephemeral,0,1160,True,False
24,ephemeral,0,999,True,False
24,ephemeral,0,1712,True,False
24,ephemeral,0,1863,True,False
24,ephemeral,0,1546,True,False
24,ephemeral,0,1390,True,False
24,ephemeral,0,1159,True,False
24,ephemeral,0,1793,True,False
24,ephemeral,0,1218,True,False
24,ephemeral,0,9873,False,False
24,ephemeral,0,1736,True,False
24,ephemeral,0,1840,False,False
24,ephemeral,0,2752,False,False
24,ephemeral,0,1232,True,False
24,ephemeral,0,1744,True,False
24,ephemeral,0,1704,True,False
24,ephemeral,0,1081,True,False
24,ephemeral,0,969,True,False
24,ephemeral,0,2264,True,False
24,ephemeral,0,3202,True,False
24,ephemeral,0,4137,True,False
24,ephemeral,0,1960,True,False
24,ephemeral,0,1271,True,False
24,ephemeral,0,1048,True,False
24,ephemeral,0,2710,True,False
24,ephemeral,0,3025,True,False
24,ephemeral,0,1327,True,False
24,ephemeral,0,1346,True,False
24,ephemeral,0,1302,True,False
24,ephemeral,0,1241,False,False
24,ephemeral,0,1183,True,False
24,ephemeral,0,2047,False,False
24,ephemeral,0,2728,True,False
24,ephemeral,0,1536,True,False
24,ephemeral,0,1478,False,False
24,ephemeral,0,1066,True,False
24,ephemeral,0,10631,True,False
24,ephemeral,0,2871,True,False
24,ephemeral,0,944,True,False
24,ephemeral,0,1327,True,False
24,ephemeral,0,2265,True,False
24,ephemeral,0,997,True,False
24,ephemeral,0,2816,False,False
24,ephemeral,0,975,True,False
24,ephemeral,0,1607,True,False
24,ephemeral,0,1550,False,False
24,ephemeral,0,1170,True,False
24,ephemeral,0,999,True,False
24,ephemeral,0,2672,False,False
24,ephemeral,0,1163,True,False
24,ephemeral,0,1121,True,False
